,values,category
17790,how many nonstop flights going from dallas to oakland july the seventh,travel
17791,how many nonstop flights going from dallas to chicago july twenty seventh,travel
17792,how many more flights going from dallas to oakland july twenty seventh,travel
17793,What's the transportation ground in denver?,travel
17794,what is the public transport in denver,travel
17795,what is the ground transport in?,travel
17796,What is the ground transport in denver?,travel
17797,what is the ground transport in denver,travel
17798,what is the ground floor in denver,travel
17799,please list all trains from oakland to dallas on sunday morning,travel
17800,please list all flights from chicago to dallas on sunday morning,travel
17801,please list all flights from oakland to dallas on monday morning,travel
17802,please list all flights from oakland to dallas on sunday morning,travel
17803,please list all flights from oakland to dallas on sunday.,travel
17804,Please list all flights from oakland to dallas on sunday morning.,travel
17805,please list all flights from oakland to seattle on sunday morning,travel
17806,list all flights on continental leaving seattle on sunday after 430 pm,travel
17807,list each flight on continental leaving seattle on sunday at 430 hours.,travel
17808,list all flights on continental leaving seattle on sunday after 6 pm,travel
17809,Have all the flights on the continental leave seattle on sunday after 430pm.,travel
17810,list all flights on continental leaving london on sunday after 430 pm,travel
17811,list all flights on continental leaving seattle on or after 430 pm,travel
17812,list all flights on continental leaving seattle on sunday after 430 ;,travel
17813,list all passengers on continental leaving seattle on sunday after 430 pm,travel
17814,list all flights on scheduled leaving seattle on sunday after 430 pm,travel
17815,what is the latest flight from San Francisco to washington.,travel
17816,what is the latest flight from san francisco to washington,travel
17817,What's the recent flight from San Francisco to washington from san francisco.,travel
17818,what is the latest news from san francisco to washington,travel
17819,what is the last flight from san francisco to washington,travel
17820,what is the latest flight from san francisco to?,travel
17821,how many of delta s night flights are first class,travel
17822,How many nights is first class flights from delta s?,travel
17823,How many of the delta night flights is first class?,travel
17824,how many of delta s night flights are first?,travel
17825,how many of's night flights are first class,travel
17826,how many of delta s1 flights are first class,travel
17827,how many of delta s night classes are first class,travel
17828,What airline is the same?,travel
17829,what airline is as,travel
17830,What airline is it as of the moment?,travel
17831,what it is as,travel
17832,show me ground transportation in washington.,travel
17833,show me ground transportation in washington dc,travel
17834,show me public transportation in washington dc,travel
17835,Show me ground transportation in washington dc.,travel
17836,show me ground transportation in washington dc dc.,travel
17837,show me ground zero in washington dc,travel
17838,what flights leave denver before noon on frontier airlines,travel
17839,"Generally, the northwest lands before noon.",travel
17840,what flights leave denver before landing on northwest airlines,travel
17841,What flights with West Airlines depart Denver before noon?,travel
17842,what flights leave washington before noon on northwest airlines,travel
17843,what to leave denver before noon on northwest airlines,travel
17844,what flights leave denver before noon on northwest?,travel
17845,what flights leave denver before noon on northwest airlines,travel
17846,"How much flights will come to pittsburgh by five-member intervals after seven-hr, and into the town of San francisco.",travel
17847,what flights leave pittsburgh july fifth after 7 pm and arrive in san francisco,travel
17848,what would leave pittsburgh july fifth after 7 pm and arrive in san francisco,travel
17849,Those planes are leaving pittsburgh july 5 and take place at 7pm in san francisco.,travel
17850,what flights leave pittsburgh july fifth after 6 pm and arrive in san francisco,travel
17851,what flights leave pittsburgh july fifth after 7 pm and arrive in san.,travel
17852,what flights leave on july fifth after 7 pm and arrive in san francisco,travel
17853,what flights leave pittsburgh at fifth after 7 pm and arrive in san francisco,travel
17854,show me the flight from baltimore to the Philippines.,travel
17855,show me the flights from boston to philadelphia,travel
17856,Show me the flight from baltimore to the philadelphia (Tiro) station.,travel
