Unnamed: 0,value,category
4187, i'm interested in the cheapest fare from washington to fort worth,travel
1165, i need to fly from denver to san francisco tuesday,travel
3500, show me the cheapest one way fare from baltimore to dallas,travel
2050, display all flights from san francisco to boston on august eighth,travel
2624, how many airlines fly from new york to los angeles by way of milwaukee,travel
4359, what is the cost of a flight from boston to san francisco,travel
339, find a flight between denver and oakland the flight should be in the afternoon and arrive close to 5 pm the flight should be nonstop,travel
4655, morning flights out of san francisco arriving boston afternoon,travel
3641, i am interested in booking an early morning flight from dallas into houston and returning in the late evening,travel
2973, are there any flights between philadelphia and denver,travel
265, i'd like an afternoon flight from atlanta to san francisco with a stopover in denver arriving i'd say about mealtime,travel
2424, i'd like a round trip ticket from los angeles to tacoma washington,travel
1262, which airlines have flights from san francisco to washington by way of indianapolis,travel
1771, i need late flight wednesday from oakland to salt lake city,travel
3511, flight from denver to philadelphia saturday afternoon,travel
271, what does fare code qw mean,travel
696, flights from kansas city to cleveland and price,travel
747, a flight on continental airlines leaving boston and going to denver,travel
244, what flights are there from atlanta to baltimore,travel
317, show all flights from pittsburgh to san francisco,travel
476, i'd like to fly from philadelphia to dallas through atlanta,travel
2032, round trip fares from baltimore to philadelphia less than 1000 dollars round trip fares from denver to philadelphia less than 1000 dollars round trip fares from pittsburgh to philadelphia less than 1000 dollars,travel
957, please tell me the times of the flights between boston and baltimore,travel
3784, from phoenix to denver on a monday,travel
813, what is the last flight leaving san francisco going to washington on friday,travel
4152, could you please find me the earliest flight from boston to oakland,travel
1914, how long does it take to fly from boston to atlanta,travel
4581, what's the cheapest flight from pittsburgh to san francisco on friday,travel
3487, are there any flights from denver to pittsburgh connecting in atlanta,travel
1297, show me the flights from san francisco to boston on august thirty first,travel
3998, show me all flights from oakland to philadelphia on saturday which serve a meal,travel
1804, show me all flights from boston to atlanta which leave atlanta after noon tomorrow,travel
758, show me all daily flights between milwaukee and orlando,travel
250, can you give me information on all the flights from san francisco no from pittsburgh to san francisco on monday,travel
2461, show me flights from pittsburgh to philadelphia,travel
545, sunday flights from new york city to las vegas,travel
3241, flights from pittsburgh to newark,travel
738, show me ground transportation in baltimore,travel
310, is there a plane from boston to washington,travel
4832, how much does it cost to fly one way from boston to washington first class,travel
2941, show me the flights from baltimore to oakland,travel
1131, list the american airlines flights from dallas to san francisco,travel
1449, tell me about ground transportation at salt lake city,travel
4897, what flights go from dallas to tampa,travel
15, show me the ground transportation in denver,travel
3232, in new york i'll need to rent a car,travel
2769, show me the daily flight schedule between boston and pittsburgh,travel
3468, of the flights available from dallas to baltimore on august third which airline has the least expensive flight,travel
